Type,Long,Lat,Neighborhood,Downtown,Suburbs,D or S
Medical Center,40.77957932,-73.95397502,Central Toronto,Yes,No,Downtown
Medical Center,40.79005808,-73.95325005,Central Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7287873,-73.85198593,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70908991,-74.01031072,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,West Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,West Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,West Toronto,No,Yes,Suburbs
Medical Center,40.76984931,-73.98738384,West Toronto,No,Yes,Suburbs
Medical Center,40.84053484,-73.94120693,West Toronto,No,Yes,Suburbs
Medical Center,40.6688293,-73.712568,West Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85205457,-73.933134,East Toronto,No,Yes,Suburbs
Medical Center,40.77846185,-73.96112694,East Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.7400602,-74.00329835,East Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Central Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Central Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Central Toronto,Yes,No,Downtown
Medical Center,40.699738,-73.905252,Central Toronto,Yes,No,Downtown
Medical Center,40.76530402,-73.98024526,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74307505,-74.00298847,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64603282,-74.02045007,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70385487,-73.91794682,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71005226,-74.21247482,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71005226,-74.21247482,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71063986,-74.21389434,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71648,-73.99660873,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88323937,-74.01026481,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7407155,-73.99223413,Downtown Toronto,Yes,No,Downtown
Medical Center,40.959735,-74.029749,Central Toronto,Yes,No,Downtown
Medical Center,40.9099209,-74.074232,Central Toronto,Yes,No,Downtown
Medical Center,40.734938,-74.0497613,Central Toronto,Yes,No,Downtown
Medical Center,40.84034628,-74.0480298,Downtown Toronto,Yes,No,Downtown
Medical Center,40.81435179,-74.10981602,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82409456,-73.98823983,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71631412,-74.05027628,Downtown Toronto,Yes,No,Downtown
Medical Center,40.829305,-74.10278433,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90400959,-73.96841526,West Toronto,No,Yes,Suburbs
Medical Center,40.73696491,-74.00050366,West Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.73475567,-73.98944502,West Toronto,No,Yes,Suburbs
Medical Center,40.76245411,-73.97216999,West Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71976227,-74.250014,East Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,East Toronto,No,Yes,Suburbs
Medical Center,40.77846185,-73.96112694,East Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,East Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,East Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.83415014,-74.2533671,Central Toronto,Yes,No,Downtown
Medical Center,40.96772397,-73.88401463,Central Toronto,Yes,No,Downtown
Medical Center,40.96772397,-73.88401463,Central Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Central Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Central Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88428122,-74.05822182,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76068327,-73.97227764,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.829305,-74.10278433,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84034628,-74.0480298,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.96794,-74.07393823,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.763787,-73.770905,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76025963,-73.98276476,Central Toronto,Yes,No,Downtown
Medical Center,40.983611,-74.015588,Central Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Central Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.744576,-74.028841,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76675539,-73.98099709,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.9099209,-74.074232,West Toronto,No,Yes,Suburbs
Medical Center,40.747295,-73.993067,West Toronto,No,Yes,Suburbs
Medical Center,40.95346,-74.10809,West Toronto,No,Yes,Suburbs
Medical Center,40.76415871,-73.81321931,West Toronto,No,Yes,Suburbs
Medical Center,40.71885686,-73.99623982,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.73424452,-74.05021661,Downtown Toronto,Yes,No,Downtown
Medical Center,40.755903,-73.96677,East Toronto,No,Yes,Suburbs
Medical Center,40.87857913,-74.04712737,East Toronto,No,Yes,Suburbs
Medical Center,40.71631412,-74.05027628,East Toronto,No,Yes,Suburbs
Medical Center,40.61852129,-73.94293427,East Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,East Toronto,No,Yes,Suburbs
Medical Center,40.64603282,-74.02045007,Central Toronto,Yes,No,Downtown
Medical Center,40.70045536,-73.94302276,Central Toronto,Yes,No,Downtown
Medical Center,40.66338524,-73.85418802,Central Toronto,Yes,No,Downtown
Medical Center,40.86783999,-73.89792719,Central Toronto,Yes,No,Downtown
Medical Center,40.75577582,-73.69202145,Central Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Central Toronto,Yes,No,Downtown
Medical Center,40.93202956,-73.99627425,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71631412,-74.05027628,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75577582,-73.69202145,Downtown Toronto,Yes,No,Downtown
Medical Center,40.626749,-74.023927,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88114932,-73.90878438,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75577582,-73.69202145,Downtown Toronto,Yes,No,Downtown
Medical Center,40.819657,-74.214636,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.727159,-74.038733,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71885686,-73.99623982,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77542591,-73.84823249,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70698008,-73.6972862,Central Toronto,Yes,No,Downtown
Medical Center,40.76974552,-73.98667308,Central Toronto,Yes,No,Downtown
Medical Center,40.86783999,-73.89792719,Central Toronto,Yes,No,Downtown
Medical Center,40.819657,-74.214636,Downtown Toronto,Yes,No,Downtown
Medical Center,40.6668316,-73.975247,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90385272,-74.16573838,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72333161,-74.00299995,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90280945,-74.16599751,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67679807,-73.89837504,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90400959,-73.96841526,West Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,West Toronto,No,Yes,Suburbs
Medical Center,40.76974552,-73.98667308,West Toronto,No,Yes,Suburbs
Medical Center,40.79059632,-73.95255149,West Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,West Toronto,No,Yes,Suburbs
Medical Center,40.76245411,-73.97216999,West Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,East Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,East Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,East Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,East Toronto,No,Yes,Suburbs
Medical Center,40.90981229,-73.90852556,East Toronto,No,Yes,Suburbs
Medical Center,40.84053484,-73.94120693,Central Toronto,Yes,No,Downtown
Medical Center,40.9099209,-74.074232,Central Toronto,Yes,No,Downtown
Medical Center,40.86259501,-74.16339906,Central Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Central Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Central Toronto,Yes,No,Downtown
Medical Center,40.74858807,-73.98826279,Central Toronto,Yes,No,Downtown
Medical Center,40.88431303,-74.0562864,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79161977,-73.70201055,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.738665,-73.975303,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90280945,-74.16599751,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74307505,-74.00298847,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74682884,-73.99630868,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67679807,-73.89837504,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66993795,-73.94413065,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88288995,-74.05656751,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88431303,-74.0562864,Central Toronto,Yes,No,Downtown
Medical Center,40.88431303,-74.0562864,Central Toronto,Yes,No,Downtown
Medical Center,40.66338524,-73.85418802,Central Toronto,Yes,No,Downtown
Medical Center,40.77957932,-73.95397502,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88105598,-73.87727906,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73792943,-74.03167332,West Toronto,No,Yes,Suburbs
Medical Center,40.75577582,-73.69202145,West Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,West Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,West Toronto,No,Yes,Suburbs
Medical Center,40.90981229,-73.90852556,West Toronto,No,Yes,Suburbs
Medical Center,40.73475567,-73.98944502,West Toronto,No,Yes,Suburbs
Medical Center,40.83530747,-73.84786606,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.90969249,-73.78038885,East Toronto,No,Yes,Suburbs
Medical Center,40.90280945,-74.16599751,East Toronto,No,Yes,Suburbs
Medical Center,40.76410901,-73.97146977,East Toronto,No,Yes,Suburbs
Medical Center,40.7286558,-74.15243023,Central Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Central Toronto,Yes,No,Downtown
Medical Center,40.74001655,-74.003413,Central Toronto,Yes,No,Downtown
Medical Center,40.6668316,-73.975247,Central Toronto,Yes,No,Downtown
Medical Center,40.741068,-73.999722,Central Toronto,Yes,No,Downtown
Medical Center,40.76550639,-73.98018786,Central Toronto,Yes,No,Downtown
Medical Center,40.723311,-74.000633,Downtown Toronto,Yes,No,Downtown
Medical Center,40.719577,-73.843131,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76718201,-73.98400441,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76448837,-73.97720344,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66338524,-73.85418802,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64012,-74.01205,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71103443,-73.85624973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74295013,-73.88228626,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75577582,-73.69202145,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.601654,-74.1629283,West Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,West Toronto,No,Yes,Suburbs
Medical Center,40.76530402,-73.98024526,West Toronto,No,Yes,Suburbs
Medical Center,40.61323643,-74.06553805,West Toronto,No,Yes,Suburbs
Medical Center,40.9041023,-74.07822638,West Toronto,No,Yes,Suburbs
Medical Center,40.76987624,-73.96315881,West Toronto,No,Yes,Suburbs
Medical Center,40.95976971,-74.02999791,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77272173,-73.95383151,East Toronto,No,Yes,Suburbs
Medical Center,40.7639577,-73.96823841,East Toronto,No,Yes,Suburbs
Medical Center,40.73424452,-74.05021661,East Toronto,No,Yes,Suburbs
Medical Center,40.641029,-73.985469,East Toronto,No,Yes,Suburbs
Medical Center,40.76984931,-73.98738384,East Toronto,No,Yes,Suburbs
Medical Center,40.804472,-73.96314648,Central Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Central Toronto,Yes,No,Downtown
Medical Center,40.70908991,-74.01031072,Central Toronto,Yes,No,Downtown
Medical Center,40.815529,-73.943076,Central Toronto,Yes,No,Downtown
Medical Center,40.85430972,-73.91005321,Central Toronto,Yes,No,Downtown
Medical Center,40.85834038,-73.85546869,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66338524,-73.85418802,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66993795,-73.94413065,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7603257,-73.95807266,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71103443,-73.85624973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75577582,-73.69202145,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Central Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Central Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77542591,-73.84823249,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88323937,-74.01026481,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64603282,-74.02045007,West Toronto,No,Yes,Suburbs
Medical Center,40.85913574,-74.13737297,West Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,West Toronto,No,Yes,Suburbs
Medical Center,40.66338524,-73.85418802,West Toronto,No,Yes,Suburbs
Medical Center,40.76503025,-73.96345154,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.83093216,-73.90167072,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72795451,-73.805632,East Toronto,No,Yes,Suburbs
Medical Center,40.76544947,-73.82500594,East Toronto,No,Yes,Suburbs
Medical Center,40.67020708,-73.99701455,East Toronto,No,Yes,Suburbs
Medical Center,40.66993795,-73.94413065,East Toronto,No,Yes,Suburbs
Medical Center,40.85834038,-73.85546869,East Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.75560626,-73.70701066,Central Toronto,Yes,No,Downtown
Medical Center,40.75450686,-73.70915294,Central Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Central Toronto,Yes,No,Downtown
Medical Center,40.66338524,-73.85418802,Central Toronto,Yes,No,Downtown
